Tipo;Sexo;Opinião;Modelo;Outra;Razão;Renda;Anos;Gasto;Minutos
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;14,691;5;64,4;93
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Maior cobertura;8,148;1;30,52;86
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;11,262;7;80,8;80
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;18,744;6;65,8;95
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;8,55;8;91,6;87
Pós-pago;Masculino;Terrível;Ericsson;Nenhuma;Tarifa menor;12,279;7;76;80
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;3,885;3;42;64
Pós-pago;Masculino;Terrível;Gradiente;Ferrocom;Qualidade do sinal;3,696;4;52;91
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Maior cobertura;4,167;5;63,2;80
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,974;3;37,2;63
Pré-pago;Feminino;Confiável;Ericsson;Nenhuma;Maior cobertura;1,696;6;71,8;63
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;1,347;7;80,4;70
Pré-pago;Feminino;Confiável;Gradiente;Nenhuma;Maior cobertura;2,517;5;60,4;57
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;2,196;5;55;52
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;5,337;3;44,6;90
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Maior cobertura;4,548;3;41,2;82
Pré-pago;Feminino;Excelente;Gradiente;Mortinho;Tarifa menor;6,054;5;60,2;86
Pré-pago;Femi ;Confiável;Motorola;Cumbuca;Maior cobertura;1,264;5;55,6;63
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;5,238;4;53,4;88
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;5,637;2;30,52;69
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;20,157;7;78;109
Pós-pago;Masculino;Sofrível;Motorola;Mortinho;Qualidade do sinal;7,197;5;55,6;92
Pré-pago;Femini ;Confiável;Ericsson;Mortinho;Maior cobertura;1,618;3;43,6;56
Pré-pago;Feminino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;5,142;6;65,8;103
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,074;2;34,4;41
Pré-pago;Masculino;Terrível;Gradiente;Cumbuca;Qualidade do sinal;7,506;4;52,8;84
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;11,262;3;41,8;88
Pós-pago;Masculino;Mediana;Motorola;Mortinho;Qualidade do sinal;2,196;4;45,2;82
Pré-pago;Feminino;Sofrível;Gradiente;Ferrocom;Maior cobertura;5,094;3;42,6;74
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,189;5;62,6;39
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;10,536;7;80;63
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,731;3;42;72
Pós-pago;Feminino;Mediana;Siemens;Mortinho;Maior cobertura;1,905;3;35;70
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Qualidade do sinal;9,327;8;86,4;66
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,453;4;50,4;74
Pós-pago;Masculino;Sofrível;Samsung;Escuridão;Tarifa menor;21,639;7;77;111
Pré-pago;Feminino;Sofrível;Samsung;Cumbuca;Maior cobertura;2,871;2;30,52;67
Pós-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;6,219;5;56,6;75
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;20,157;4;49,6;89
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;2,544;4;49,8;51
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;1,074;3;37,4;50
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;8,967;6;72,8;90
Pós-pago;Masculino;Sofrível;Samsung;Mortinho;Tarifa menor;12,366;7;76,8;98
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,537;4;46,6;67
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;3,621;2;33,4;73
Pós-pago;Feminino;Terrível;Samsung;Ferrocom;Tarifa menor;4,548;5;60,8;100
Pós-pago;Masculino;Sofrível;Siemens;Ferrocom;Qualidade do sinal;7,38;7;84,2;90
Pós-pago;Feminino;Terrível;Siemens;Mortinho;Tarifa menor;10,458;8;93;94
Pré-pago;Feminino;Sofrível;Motorola;Ferrocom;Maior cobertura;11,262;4;53,8;72
Pós-pago;Feminino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;2,22;7;84;82
Pré-pago;Masculino;Excelente;Motorola;Mortinho;Maior cobertura;1,434;2;33,4;82
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,963;3;42,6;57
Pré-pago;Feminino;Confiável;Motorola;Escuridão;Maior cobertura;3,264;6;73;51
Pós-pago;Masculino;Terrível;Samsung;Cumbuca;Qualidade do sinal;7,821;6;66,8;74
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;21,138;10;108,8;87
Pré-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;7,137;8;85,6;71
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,837;3;44,4;52
Pré-pago;Feminino;Mediana;Motorola;Escuridão;Maior cobertura;7,32;4;54;84
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,293;4;50;48
Pós-pago;Masculino;Terrível;Motorola;Ferrocom;Tarifa menor;8,415;6;73,6;96
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;11,592;7;77,2;105
Pré-pago;Masculino;Excelente;Siemens;Mortinho;Qualidade do sinal;9,471;5;61,4;85
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,912;2;30,52;47
Pós-pago;Feminino;Excelente;Samsung;Ferrocom;Maior cobertura;2,871;5;64,2;49
Pós-pago;Feminino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;1,99;4;52,8;84
Pós-pago;Feminino;Mediana;Samsung;Escuridão;Maior cobertura;1,905;4;52,6;284
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Tarifa menor;3,885;6;66,6; 
Pré-pago;Feminino;Terrível;Motorola;Escuridão;Maior cobertura;1,752;3;38,6;72
Pós-pago;Masculino; ;Samsung;Nenhuma;Tarifa menor;10,614;4;47;93
Pré-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;9,843;6;73,8;89
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;9,471;6;74,6;69
Pré-pago;Feminino;Terrível;Motorola;Mortinho;Qualidade do sinal;7,32;8;88;81
Pré-pago;Masculino;Confiável;Ericsson;Mo ;Ma ;1,654;7;82,8;39
Pós-pago;Feminino;Sofrível; ;Nenhuma;Qualidade do sinal;8,148;4;52,8;98
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,278;9;96;49
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,258;4;49;49
Pré-pago;Feminino;Confiável;Siemens;Cumbuca;Maior cobertura;1,416;2;30,52;78
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;12,72;4;52;79
Pré-pago;Masculino;Confiável;Gradiente;Mortinho;Maior cobertura;1,468;4;54,6;48
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;4,248;7;84,2;84
Pós-pago;Feminino;Excelente;Gradiente;Escuridão;Maior cobertura;1,416;5;61,8;79
Pré-pago;Masculino;Mediana;Motorola;Escuridão;Qualidade do sinal;3,966;5;56,2;71
Pré-pago;Feminino;Sofrível;Gradiente;Cumbuca;Maior cobertura;1,527;4;50,2;86
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,38;4;47;56
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1,351;3;42,8;56
Pós-pago;Feminino;Confiável;Samsung;Nenhuma;Maior cobertura;1,6;8;86,6;46
Pré-pago;Feminino;Terrível;Motorola;Mortinho;Maior cobertura;1,347;4;51;78
Pré-pago;Feminino;Mediana;Gradiente;Escuridão;Maior cobertura;2,433;6;65,2;81
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Tarifa menor;13,542;7;84,6;105
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;11,097;7;78,6;82
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Tarifa menor;13,173;7;82,8;84
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;3,264;10;108,2;69
Pós-pago;Masculino;Mediana;Ericsson;Mortinho;Tarifa menor;12,543;6;72,2;87
Pós-pago;Feminino;Terrível;Samsung;Ferrocom;Qualidade do sinal;3,402;8;88,6;73
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;3,51;7;78,6;73
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;2,379;5;59,8;67
Pré-pago;Masculino;Terrível;Gradiente;Escuridão;Maior cobertura;7,695;2;31,2;80
Pré-pago;Feminino;Mediana;Samsung;Mortinho;Maior cobertura;6,003;0;30,52;63
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;14,691;9;99;89
Pré-pago;Masculino;Confiável;Siemens;Cumbuca;Maior cobertura;4,461;10;105,8;56
Pré-pago;Feminino;Conf ;Gradiente;Cumbuca;Maior cobertura;3,438;4;49;53
Pós-pago;Masculino;Sofrível;Siemens;Mortinho;Tarifa menor;5,484;4;52,4;86
Pré-pago;Feminino;Terrível;Motorola;Cumbuca;Maior cobertura;1,978;4;53;67
Pré-pago;Feminino;Sofrível;Ericsson;Nenhuma;Maior cobertura;4,77;6;71,4;78
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;2,688;5;57,4;62
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;9,546;4;48;89
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;18,858;8;85,6;101
Pré-pago;Masculino;Sofrível;Motorola;Ferrocom;Maior cobertura;9,399;4;48,2;63
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;4,419;1;30,52;78
Pré-pago;Feminino;Terrível;Siemens;Mortinho;Maior cobertura;2,433;4;45,4;74
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;1,794;4;49,6;54
Pré-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;1,398;7;153,6;76
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;4,332;5;62;78
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;4,248;2;34;73
Pós-pago;Feminino;Sofrível;Samsung;Nen ;Qua ;5,79;3;44,4;74
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Tarifa menor;6,108;4;51,4;88
Pré-pago;Feminino;Terrível;Samsung;Cumbuca;Maior cobertura;4,086;2;31,2;83
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;7,695;9;102,4;76
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,792;1;30,52;58
Pós-pago;Feminino;Sofrível;Motorola;Mortinho;Maior cobertura;10,695;4;47,8;74
Pré-pago;Feminino;Sofrível;Motorola;Mortinho;Maior cobertura;2,325;3;42;75
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Qualidade do sinal;4,332;4;49,8;67
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Maior cobertura;1,197;3;42,6;75
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,564;6;71,4;63
Pré-pago;Feminino;Mediana;Motorola;Ferrocom;Maior cobertura;1,675;2;31,2;60
Pós-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;3,657;4;45,2;71
Pós-pago;Feminino;Terrível;Gradiente;Ferrocom;Qualidade do sinal;5,688;6;67,6;82
Pós-pago;Masculino;Mediana;Siemens;Cumbuca;Maior cobertura;5,001;6;73,6;71
Pré-pago;Masculino;Mediana;Samsung;Nenhuma;Maior cobertura;2,601;8;86,4;84
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;3,369;4;52;63
Pré-pago;Masculino;Confiável;Gradiente;Nenhuma;Maior cobertura;3,162;2;30,52;58
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;14,79;7;76,6;86
Pré-pago;Feminino;Excelente;Ericsson;Nenhuma;Maior cobertura;1,426;2;30,52;24
Pós-pago;Masculino;Terrível;Siemens;Mortinho;Tarifa menor;7,26;5;63,8;86
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;3,546;5;60,8;74
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;2,601;5;61,6;87
Pré-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;13,263;5;63,6;91
Pós-pago;Masculino;Mediana;Ericsson;Escuridão;Maior cobertura;2,811;2;30,52;81
Pré-pago;Masculino;Sofrível;Samsung;Mortinho;Qualidade do sinal;3,621;6;71,8;83
Pré-pago;Feminino;Sofrível;Ericsson;Escuridão;Qualidade do sinal;3,195;7;82;82
Pré-pago;Feminino;Excelente;Ericsson;Ferrocom;Maior cobertura;4,005;5;56,8;54
Pós-pago;Masculino;Terrível;Siemens;Cumbuca;Tarifa menor;10,458;6;71,4;97
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;13,08;4;46,8;90
Pós-pago;Masculino;Mediana;Siemens;Mortinho;Tarifa menor;11,343;7;82,8;72
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;2,325;8;90,2;60
Pós-pago;Femi ;Terrível;Motorola;Mortinho;Qualidade do sinal;8,148;4;54,2;89
Pré-pago;Feminino;Sofrível;Motorola;Nenhuma;Maior cobertura;4,209;4;49;73
Pós-pago;Masculino;Mediana;Gradiente;Mortinho;Tarifa menor;4,419;7;77,6;93
Pré-pago;Masculino;Mediana;Gradiente;Escuridão;Maior cobertura;6,9;5;59;76
Pós-pago;Masculino;Terrível;Siemens;Mortinho;Tarifa menor;7,695;3;40,2;83
Pós-pago;Feminino;Terrível;Motorola;Escuridão;Tarifa menor;6,552;6;138;89
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,696;5;60;48
Pós-pago;Masculino;Mediana;Sam ;Nenhuma;Tarifa menor;14,889;8;89,8;84
Pós-pago; ;Sofrível;Motorola;Ferrocom;Tarifa menor;13,173;3;41,8;86
Pré-pago;Feminino;Mediana;Samsung;Ferrocom;Maior cobertura;3,546;6;73,6;76
Pré-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;7,506;7;75,4;65
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,387;2;30,52;41
Pré-pago;Masculino;Excelente;Samsung;Cumbuca;Maior cobertura;1,017;5;56;68
Pós-pago;Masculino;Sofrível;Gradiente;Cumbuca;Qualidade do sinal;5,949;4;50,4;77
Pós-pago;Masculino;Mediana;Siemens;Nenhuma;Tarifa menor;8,082;6;71;89
Pré-pago;Masculino;Sofrível;Ericsson;Nenhuma;Maior cobertura;5,535;1;30,52;65
Pré-pago;Feminino;Sofrível;Ericsson;Cumbuca;Maior cobertura;2,022;7;83,2;68
Pós-pago;Feminino;Excelente;Motorola;Nenhuma;Tarifa menor;3,333;8;94,4;84
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;8,148;7;76;101
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;2,07;8;88;71
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;11,511;7;80,6;99
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Maior cobertura;5,436;2;32;67
Pré-pago;Masculino;Excelente;Samsung;Ferrocom;Tarifa menor;4,953;9;97,2;92
Pós-pago;Masculino;Terrível;Samsung;Ferrocom;Tarifa menor;12,72;9;96,4;87
Pré-pago;Feminino;Confiável;Motorola;Ferrocom;Maior cobertura;2,934;5;59,8;52
Pré-pago;Masculino;Sofrível;Motorola;Cumbuca;Maior cobertura;3,81;4;50,2;86
Pré-pago;Feminino;Mediana;Samsung;Mortinho;Maior cobertura;1,134;4;54,4;67
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,192;0;30,52;47
Pré-pago;Feminino;Excelente;Samsung;Mortinho;Maior cobertura;3,621;6;72,6;71
Pós-pago;Masculino;Sofrível;Samsung;Escuridão;Qualidade do sinal;3,849;5;59;88
Pré-pago;Feminino;Sofrível;Samsung;Escuridão;Maior cobertura;3,546;7;75;65
Pré-pago;Feminino;Excelente;Samsung;Cumbuca;Maior cobertura;1,873;4;52,8;63
Pré-pago;Feminino;Excelente;Motorola;Escuridão;Maior cobertura;2,271;6;65,8;71
Pré-pago;Feminino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;2,934;6;70,2;90
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;20,037;5;55,6;85
Pós-pago;Feminino;Mediana;Siemens;Nenhuma;Tarifa menor;5,286;5;59,6;83
Pré-pago;Masculino;Excelente;Motorola;Ferrocom;Maior cobertura;4,503;5;55,6;56
Pré-pago;Feminino;Excelente;Ericsson;Nenhuma;Maior cobertura;1,731;5;56;58
Pós-pago;Feminino;Sofrível;Samsung;Ferrocom;Maior cobertura;5,19;8;88,4;76
Pré-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;4,725;5;60,6;75
Pré-pago;Masculino;Mediana;Gradiente;Escuridão;Maior cobertura;5,049;3;42,6;70
Pré-pago;Feminino;Mediana;Ericsson;Ferrocom;Qualidade do sinal;5,949;7;76,4;72
Pós-pago;Masculino;Sofrível;Ericsson;Mortinho;Qualidade do sinal;7,821;2;32,6;69
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Qualidade do sinal;8,214;8;86,6;66
Pré-pago;Feminino;Mediana;Motorola;Ferrocom;Maior cobertura;1,047;5;62,2;75
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;3,231;5;55,2;62
Pós-pago;Masculino;Mediana;Samsung;Mortinho;Qualidade do sinal;10,695;8;91,4;78
Pré-pago;Masculino;Confiável;Motorola;Escuridão;Maior cobertura;1,978;7;79,8;54
Pré-pago;Masculino;Sofrível;Ericsson;Escuridão;Maior cobertura;8,082;4;53,2;74
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Qualidade do sinal;7,506;11;116,6;72
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;3,231;6;67,4;78
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,963;7;81,8;53
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;5,688;6;70;87
Pós-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;4,086;2;34,2;60
Pré-pago;Feminino;Confiável;Gradiente;Mort ;Maio ;2,661;6;67,6;63
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;8,688;3;35,6;75
Pós-pago;Feminino;Mediana;Siemens;Escuridão;Maior cobertura;3,732;5;64,4;76
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;7,443;5;62;83
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,072;5;62,4;39
Pré-pago;Feminino;Sofrível;Ericsson;Ferrocom;Maior cobertura;2,022;6;68,6;73
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;8,484;6;69,4;82
Pré-pago;Feminino;Mediana;Gradiente;Escuridão;Qualidade do sinal;11,427;4;51;83
Pré-pago;Feminino;Sofrível;Gradiente;Cumbuca;Maior cobertura;4,548;7;75;68
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;10,38;9;100,4;102
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Maior cobertura;4,953;1;30,52;82
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;8,148;4;47;94
Pós-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,839;3;35,8;64
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,047;3;43;44
Pré-pago;Masculino;Sofrível;Gradiente;Cumbuca;Qualidade do sinal;7,95;7;84,4;84
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;2,325;2;32,4;74
Pré-pago;Feminino;Sofrível;Samsung;Cumbuca;Qualidade do sinal;2,406;7;81;87
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;3,03;6;65,8;73
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;3,771;4;46,2;62
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,618;4;45,6;58
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;10,536;4;48,4;88
Pré-pago;Feminino;Sofrível;Ericsson;Cumbuca;Maior cobertura;1,99;5;56,8;80
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;4,86;3;40,6;79
Pós-pago;Feminino;Terrível;Gradiente;Nenhuma;Tarifa menor;12,018;4;49,2;82
Pós-pago;Feminino;Sofrível;Motorola;Escuridão;Maior cobertura;2,631;9;98,2;75
Pós-pago;Masculino;Terrível;Samsung;Ferrocom;Tarifa menor;7,569;5;61,2;93
Pré-pago;Feminino;Confiável;Motorola;Escuridão;Maior cobertura;1,416;6;74,6;73
Pré-pago;Feminino;Mediana;Motorola;Mortinho;Maior cobertura;12,192;7;75,8;74
Pós-pago;Feminino;Sofrível;Samsung;Escuridão;Qualidade do sinal;4,419;5;60,4;87
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;11,097;4;50,4;91
Pré-pago;Feminino;Excelente;Gradiente;Ferrocom;Maior cobertura;3,369;4;46,2;50
Pós-pago;Masculino;Terrível;Gradiente;Ferrocom;Tarifa menor;5,586;5;57,6;99
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;4,248;6;69,8;72
Pré-pago;Ma ;Mediana;Motorola;Ferrocom;Maior cobertura;7,506;6;71,2;74
Pós-pago;Feminino;Sofrível;Gradiente;Escuridão;Maior cobertura;4,593;4;52,4;77
Pós-pago;Feminino;Terrível;Gradiente;Cumbuca;Maior cobertura;2,601;5;57;71
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,411;3;37,8;55
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;14,79;3;35,4;93
Pré-pago;Feminino;Confiável;Ericsson;Escuridão;Maior cobertura;1,047;6;67,2;68
Pré-pago;Masculino;Excelente;Motorola;Nenhuma;Maior cobertura;2,46;8;90,6;61
Pós-pago;Masculino;Confiável;Samsung;Nenhuma;Maior cobertura;7,758;5;57;83
Pré-pago;Masculino;Confiável;Gradiente;Escuridão;Maior cobertura;2,904;7;77;59
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;2,778;5;63,2;87
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;7,017;9;96,8;324
Pré-pago;Feminino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;12,81;3;41,8;74
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,047;8;90,2;66
Pré-pago;Feminino;Terrível;Motorola;Cumbuca;Qualidade do sinal;2,352;2;34,4;76
Pós-pago;Feminino;Sofrível;Gradiente;Cumbuca;Maior cobertura;4,086;5;63,6;82
Pré-pago;Masculino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;3,966;7;75,8;79
Pré-pago;Masculino;Excelente;Gradiente;Escuridão;Maior cobertura;2,22;5;58,4;65
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,213;1;30,52;41
Pré-pago;Feminino;Sofrível;Siemens;Nenhuma;Maior cobertura;7,26;4;47,8;83
Pós-pago;Masculino;Excelente;Samsung;Cumbuca;Qualidade do sinal;9,618;4;53;61
Pré-pago;Masculino;Mediana;Samsung;Mortinho;Maior cobertura;3,195;6;68,2;68
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;9,693;4;49,2;87
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;20,52;8;94,6;86
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;13,542;7;78,4;88
Pré-pago;Masculino;Mediana;Motorola;Ferrocom;Maior cobertura;2,661;3;44,6;69
Pós-pago;Masculino;Mediana;Motorola;Mortinho;Qualidade do sinal;6,438;4;51,8;86
Pós-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,773;8;86;72
Pré-pago;Masculino;Terrível;Samsung;Ferrocom;Tarifa menor;12,018;5;62,2;81
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;8,415;5;55,2;81
Pós-pago;Masculino;Mediana;Ericsson;Escuridão;Maior cobertura;2,196;3;38;69
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Maior cobertura;4,044;9;101,2;75
Pós-pago;Feminino;Mediana;Gradiente;Mortinho;Maior cobertura;8,082;5;62,6;83
Pré-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;4,725;8;86,2;82
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;2,688;4;51,8;66
Pré-pago;Masculino;Sofrível;Gradiente;Mortinho;Maior cobertura;5,337;5;56,8;70
Pré-pago;Masculino;Confiável;Samsung;Escuridão;Maior cobertura;2,379;4;46,8;47
Pós-pago;Feminino;Excelente;Motorola;Nenhuma;Qualidade do sinal;9,843;7;82,4;74
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;6,108;2;30,52;77
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;9,768;8;171,6;91
Pós-pago;Feminino;Terrível;Siemens;Escuridão;Maior cobertura;3,369;4;49,4;94
Pós-pago;Masculino;Sofrível;Motorola;Escuridão;Tarifa menor;19,089;7;78,4;102
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1,626;3;41,6;68
Pós-pago;Masculino;Mediana;Motorola;Cumbuca; ;5,286;6;70,2;90
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;2,325;3;35;62
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;16,32;9;95;96
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;6,054;3;35;86
Pós-pago;Masculino;Terrível;Siemens;Cumbuca;Qualidade do sinal;5,049;3;35,6;75
Pós-pago;Masculino;Terrível;Gradiente;Cumbuca;Qualidade do sinal;8,967;6;66,6;73
Pré-pago;Feminino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;3,585;5;63,4;83
Pós-pago;Masculino;Terrível;Samsung;Escuridão;Tarifa menor;12,99;8;86,6;88
Pré-pago;Masculino;Terrível;Gradiente;Nenhuma;Maior cobertura;6,327;6;65,6;68
